name	term	lev	seq	value
"RNA binding"	GO:0003723	3	SPU_007167	1.33227123157757
"RNA binding"	GO:0003723	3	SPU_007215	1.3687142720781
"RNA binding"	GO:0003723	3	SPU_007226	-0.00163444205499956
"RNA binding"	GO:0003723	3	SPU_007386	7.12159463829149
"RNA binding"	GO:0003723	3	SPU_007528	-4.31319226599318
"RNA binding"	GO:0003723	3	SPU_007562	-2.84252510538529
"RNA binding"	GO:0003723	3	SPU_007595	-9.09634952890926
"RNA binding"	GO:0003723	3	SPU_007728	2.50922139883377
"RNA binding"	GO:0003723	3	SPU_007736	-0.607878591646689
"RNA binding"	GO:0003723	3	SPU_007802	-1.10177798914206
"RNA binding"	GO:0003723	3	SPU_007843	16.3492533753095
"RNA binding"	GO:0003723	3	SPU_007848	1.54102851225742
"RNA binding"	GO:0003723	3	SPU_007956	0.856664220736
"RNA binding"	GO:0003723	3	SPU_008007	-0.279208655928768
"RNA binding"	GO:0003723	3	SPU_008020	0.967225738492537
"RNA binding"	GO:0003723	3	SPU_008039	4.39459213065298
"RNA binding"	GO:0003723	3	SPU_008095	-2.45397051509291
"RNA binding"	GO:0003723	3	SPU_008131	-3.44877782440034
"RNA binding"	GO:0003723	3	SPU_008137	-0.86078315138644
"RNA binding"	GO:0003723	3	SPU_008220	-4.38374721558717
"RNA binding"	GO:0003723	3	SPU_008262	1.47168860165647
"RNA binding"	GO:0003723	3	SPU_008326	8.79721392094997
"RNA binding"	GO:0003723	3	SPU_008327	13.0734443111397
"RNA binding"	GO:0003723	3	SPU_008328	5.18374984419852
"RNA binding"	GO:0003723	3	SPU_008377	-0.46423231500921
"RNA binding"	GO:0003723	3	SPU_008394	4.10608679576687
"RNA binding"	GO:0003723	3	SPU_008423	0.208523922983498
"RNA binding"	GO:0003723	3	SPU_008424	2.01772358260589
"RNA binding"	GO:0003723	3	SPU_008426	5.10044626066442
"RNA binding"	GO:0003723	3	SPU_008488	1.11358829635556
"RNA binding"	GO:0003723	3	SPU_008492	6.06108689005241
"RNA binding"	GO:0003723	3	SPU_008493	13.7830539409592
"RNA binding"	GO:0003723	3	SPU_008506	-2.59633797287249
"RNA binding"	GO:0003723	3	SPU_008545	2.7566874736244
"RNA binding"	GO:0003723	3	SPU_008561	0.0013421463219415
"RNA binding"	GO:0003723	3	SPU_008571	0.481940567662073
"RNA binding"	GO:0003723	3	SPU_008635	0.306038899820246
"RNA binding"	GO:0003723	3	SPU_008780	14.1488497043051
"RNA binding"	GO:0003723	3	SPU_009080	4.34535955804646
"RNA binding"	GO:0003723	3	SPU_009248	3.906233327145
"RNA binding"	GO:0003723	3	SPU_009264	3.76126851687484
"RNA binding"	GO:0003723	3	SPU_009292	3.69658922931265
"RNA binding"	GO:0003723	3	SPU_009318	2.43360295330495
"RNA binding"	GO:0003723	3	SPU_009397	-0.13140412050778
"RNA binding"	GO:0003723	3	SPU_009418	-2.82323815964126
"RNA binding"	GO:0003723	3	SPU_009542	2.25295443692168
"RNA binding"	GO:0003723	3	SPU_009573	0.110311055321907
"RNA binding"	GO:0003723	3	SPU_009574	3.09117870527077
"RNA binding"	GO:0003723	3	SPU_009575	1.96001684951043
"RNA binding"	GO:0003723	3	SPU_009591	-1.29746046406604
"RNA binding"	GO:0003723	3	SPU_009593	-1.8670792878666
"RNA binding"	GO:0003723	3	SPU_009634	8.75967449327653
"RNA binding"	GO:0003723	3	SPU_009704	0.259766069967688
"RNA binding"	GO:0003723	3	SPU_009735	3.86974438104133
"RNA binding"	GO:0003723	3	SPU_009737	-0.681575563159484
"RNA binding"	GO:0003723	3	SPU_009747	5.85087078266152
"RNA binding"	GO:0003723	3	SPU_009838	-3.67252226548098
"RNA binding"	GO:0003723	3	SPU_009840	-0.210217279370528
"RNA binding"	GO:0003723	3	SPU_010025	-1.18175457853156
"RNA binding"	GO:0003723	3	SPU_010079	0.0667502677879262
"RNA binding"	GO:0003723	3	SPU_010134	-2.4469480578164
"RNA binding"	GO:0003723	3	SPU_010148	-2.12239413890634
"RNA binding"	GO:0003723	3	SPU_010173	1.17631458135547
"RNA binding"	GO:0003723	3	SPU_010237	-0.023714654056755
"RNA binding"	GO:0003723	3	SPU_010256	-0.415263211370067
"RNA binding"	GO:0003723	3	SPU_010282	15.0011246502259
"RNA binding"	GO:0003723	3	SPU_010303	-0.983479796287549
"RNA binding"	GO:0003723	3	SPU_010338	2.12843294509744
"RNA binding"	GO:0003723	3	SPU_010382	0.0756078810925739
"RNA binding"	GO:0003723	3	SPU_010393	1.152068054565
"RNA binding"	GO:0003723	3	SPU_010410	-0.0223274060896443
"RNA binding"	GO:0003723	3	SPU_010417	-1.06240566786493
"RNA binding"	GO:0003723	3	SPU_010596	15.2626821372723
"RNA binding"	GO:0003723	3	SPU_010707	7.88315126849571
"RNA binding"	GO:0003723	3	SPU_010708	-12.0578234449874
"RNA binding"	GO:0003723	3	SPU_010904	-0.520674871577977
"RNA binding"	GO:0003723	3	SPU_010928	-1.09666909199832
"RNA binding"	GO:0003723	3	SPU_010933	-1.54209258585086
"RNA binding"	GO:0003723	3	SPU_010936	14.7420023816147
"RNA binding"	GO:0003723	3	SPU_010952	-0.126166023189159
"RNA binding"	GO:0003723	3	SPU_011043	-1.34872796799617
"RNA binding"	GO:0003723	3	SPU_011152	9.05985607282508
"RNA binding"	GO:0003723	3	SPU_011203	-0.362834910827669
"RNA binding"	GO:0003723	3	SPU_011442	4.05308184737297
"RNA binding"	GO:0003723	3	SPU_011443	5.31740310662479
"RNA binding"	GO:0003723	3	SPU_011572	16.9227152531561
"RNA binding"	GO:0003723	3	SPU_011574	4.24709365130436
"RNA binding"	GO:0003723	3	SPU_011659	18.5836885432128
"RNA binding"	GO:0003723	3	SPU_011691	0.501339418008597
"RNA binding"	GO:0003723	3	SPU_011708	-1.06260408639866
"RNA binding"	GO:0003723	3	SPU_011779	7.26790743783163
"RNA binding"	GO:0003723	3	SPU_011799	0.878359793694513
"RNA binding"	GO:0003723	3	SPU_011800	0.265304526364616
"RNA binding"	GO:0003723	3	SPU_011801	1.99253168621777
"RNA binding"	GO:0003723	3	SPU_011853	-3.49680612991085
"RNA binding"	GO:0003723	3	SPU_011908	6.59619151882558
"RNA binding"	GO:0003723	3	SPU_011937	-0.855241826688833
"RNA binding"	GO:0003723	3	SPU_011984	2.08082907456653
"RNA binding"	GO:0003723	3	SPU_011988	2.031526394193
"RNA binding"	GO:0003723	3	SPU_012102	0.781212067718583
"RNA binding"	GO:0003723	3	SPU_012116	-1.72498576223259
"RNA binding"	GO:0003723	3	SPU_012176	-1.0386903172936
"RNA binding"	GO:0003723	3	SPU_012359	-0.628227299749681
"RNA binding"	GO:0003723	3	SPU_012408	-0.243538369943998
"RNA binding"	GO:0003723	3	SPU_012421	0.144913889776183
"RNA binding"	GO:0003723	3	SPU_012422	0.127187792174719
"RNA binding"	GO:0003723	3	SPU_012470	-1.2870036432601
"RNA binding"	GO:0003723	3	SPU_012492	-0.0900891406652639
"RNA binding"	GO:0003723	3	SPU_012519	3.95900952587308
"RNA binding"	GO:0003723	3	SPU_012594	0.926986941080109
"RNA binding"	GO:0003723	3	SPU_012595	0.576594981951877
"RNA binding"	GO:0003723	3	SPU_012650	-0.861815132281138
"RNA binding"	GO:0003723	3	SPU_012779	5.25132093879949
"RNA binding"	GO:0003723	3	SPU_012823	0.0259007387136793
"RNA binding"	GO:0003723	3	SPU_012882	-6.77693156468929
"RNA binding"	GO:0003723	3	SPU_012930	-3.68030366386265
"RNA binding"	GO:0003723	3	SPU_012932	2.67379556074311
"RNA binding"	GO:0003723	3	SPU_012933	0.0233442406985982
"RNA binding"	GO:0003723	3	SPU_012984	-0.278535677618556
"RNA binding"	GO:0003723	3	SPU_013032	2.0756688098654
"RNA binding"	GO:0003723	3	SPU_013065	-0.00578227448677893
"RNA binding"	GO:0003723	3	SPU_013072	0.0394872275060098
"RNA binding"	GO:0003723	3	SPU_013073	-2.80749046527509
"RNA binding"	GO:0003723	3	SPU_013085	1.2729203013942
"RNA binding"	GO:0003723	3	SPU_013318	-0.141989559000374
"RNA binding"	GO:0003723	3	SPU_013343	-0.290173799111419
"RNA binding"	GO:0003723	3	SPU_013368	3.6489425091925
"RNA binding"	GO:0003723	3	SPU_013390	0.110828253246881
"RNA binding"	GO:0003723	3	SPU_013391	-0.678931899483201
"RNA binding"	GO:0003723	3	SPU_013398	3.66092158185722
"RNA binding"	GO:0003723	3	SPU_013432	3.03823179446224
"RNA binding"	GO:0003723	3	SPU_013523	2.96808886669532
"RNA binding"	GO:0003723	3	SPU_013662	4.68383933234243
"RNA binding"	GO:0003723	3	SPU_013680	8.44807372298
"RNA binding"	GO:0003723	3	SPU_013702	-0.154298584598581
"RNA binding"	GO:0003723	3	SPU_013808	-0.842846501828967
"RNA binding"	GO:0003723	3	SPU_013847	1.37733897288926
"RNA binding"	GO:0003723	3	SPU_013848	-0.186385094915248
"RNA binding"	GO:0003723	3	SPU_013849	0.818973039622179
"RNA binding"	GO:0003723	3	SPU_013974	-0.693062271699111
"RNA binding"	GO:0003723	3	SPU_014105	0.162663679718457
"RNA binding"	GO:0003723	3	SPU_014165	2.76874543952844
"RNA binding"	GO:0003723	3	SPU_014174	0.871626011006809
"RNA binding"	GO:0003723	3	SPU_014262	0.539479353884474
"RNA binding"	GO:0003723	3	SPU_014290	1.10112759912354
"RNA binding"	GO:0003723	3	SPU_014409	-0.651257328416485
"RNA binding"	GO:0003723	3	SPU_014428	0.659158603745919
"RNA binding"	GO:0003723	3	SPU_014631	-4.74520605414124
"RNA binding"	GO:0003723	3	SPU_014712	2.85806648743923
"RNA binding"	GO:0003723	3	SPU_014716	1.74438200609748
"RNA binding"	GO:0003723	3	SPU_014751	-1.15673184963545
"RNA binding"	GO:0003723	3	SPU_014762	7.67854042463147
"RNA binding"	GO:0003723	3	SPU_014798	0.91759235477697
"RNA binding"	GO:0003723	3	SPU_014832	-2.18843662952255
"RNA binding"	GO:0003723	3	SPU_014898	-0.711148205699106
"RNA binding"	GO:0003723	3	SPU_014997	0.177197933443696
"RNA binding"	GO:0003723	3	SPU_015032	7.8613720799945
"RNA binding"	GO:0003723	3	SPU_015471	0.630979500638277
"RNA binding"	GO:0003723	3	SPU_015555	-0.0703960823465773
"RNA binding"	GO:0003723	3	SPU_015557	-0.43495294769189
"RNA binding"	GO:0003723	3	SPU_015562	1.10385072590791
"RNA binding"	GO:0003723	3	SPU_015687	0.136968078695278
"RNA binding"	GO:0003723	3	SPU_015762	-0.0861276699794333
"RNA binding"	GO:0003723	3	SPU_015783	6.09764721378081
"RNA binding"	GO:0003723	3	SPU_015867	4.78360423666823
"RNA binding"	GO:0003723	3	SPU_015958	-20.1471851594162
"RNA binding"	GO:0003723	3	SPU_016029	2.16979431197715
"RNA binding"	GO:0003723	3	SPU_016030	0.7799047199669
"RNA binding"	GO:0003723	3	SPU_016121	-0.360074616647025
"RNA binding"	GO:0003723	3	SPU_016144	-3.40044585978088
"RNA binding"	GO:0003723	3	SPU_016145	2.26897914910516
"RNA binding"	GO:0003723	3	SPU_016200	3.13343929233644
"RNA binding"	GO:0003723	3	SPU_016323	0.0533187341459995
"RNA binding"	GO:0003723	3	SPU_016421	-1.58681349523115
"RNA binding"	GO:0003723	3	SPU_016436	0.209099711039263
"RNA binding"	GO:0003723	3	SPU_016462	0.741198406780561
"RNA binding"	GO:0003723	3	SPU_016471	11.5413648025421
"RNA binding"	GO:0003723	3	SPU_016483	1.05354502485921
"RNA binding"	GO:0003723	3	SPU_016600	-0.0800578699005114
"RNA binding"	GO:0003723	3	SPU_016601	-0.233874530546322
"RNA binding"	GO:0003723	3	SPU_016602	0.712583038195417
"RNA binding"	GO:0003723	3	SPU_016665	0.228546686722832
"RNA binding"	GO:0003723	3	SPU_016666	-1.87214405862146
"RNA binding"	GO:0003723	3	SPU_016697	2.35129340329194
"RNA binding"	GO:0003723	3	SPU_016728	4.1248554435431
"RNA binding"	GO:0003723	3	SPU_016729	0.00444105415239493
"RNA binding"	GO:0003723	3	SPU_016735	-2.58032358374862
"RNA binding"	GO:0003723	3	SPU_016766	0.914296717885919
"RNA binding"	GO:0003723	3	SPU_016782	3.66922747597234
"RNA binding"	GO:0003723	3	SPU_016822	2.68277334192173
"RNA binding"	GO:0003723	3	SPU_016857	1.04889158308571
"RNA binding"	GO:0003723	3	SPU_016873	6.78826722073373
"RNA binding"	GO:0003723	3	SPU_016894	-0.715174473820323
"RNA binding"	GO:0003723	3	SPU_016918	-12.4421362630175
"RNA binding"	GO:0003723	3	SPU_016982	-0.842200002495224
"RNA binding"	GO:0003723	3	SPU_017082	11.1013615596221
"RNA binding"	GO:0003723	3	SPU_017118	0.085428750878454
"RNA binding"	GO:0003723	3	SPU_017130	-0.0176169892050215
"RNA binding"	GO:0003723	3	SPU_017240	-0.0785362587529383
"RNA binding"	GO:0003723	3	SPU_017264	-0.255802739932465
"RNA binding"	GO:0003723	3	SPU_017344	1.31031188524733
"RNA binding"	GO:0003723	3	SPU_017376	-3.08396206355445
"RNA binding"	GO:0003723	3	SPU_017397	-1.24571090129265
"RNA binding"	GO:0003723	3	SPU_017479	3.9468374891263
"RNA binding"	GO:0003723	3	SPU_017515	1.59409913079044
"RNA binding"	GO:0003723	3	SPU_017677	6.3932728020838
"RNA binding"	GO:0003723	3	SPU_017709	0.917766903690962
"RNA binding"	GO:0003723	3	SPU_017845	-1.10759304089096
"RNA binding"	GO:0003723	3	SPU_018022	8.99772519716176
"RNA binding"	GO:0003723	3	SPU_018036	4.26138676163926
"RNA binding"	GO:0003723	3	SPU_018081	0.106341979931921
"RNA binding"	GO:0003723	3	SPU_018149	-0.297207578442343
"RNA binding"	GO:0003723	3	SPU_018194	1.51457178469988
"RNA binding"	GO:0003723	3	SPU_018221	-1.40318576903611
"RNA binding"	GO:0003723	3	SPU_018278	0.658868676732489
"RNA binding"	GO:0003723	3	SPU_018280	1.79713988455536
"RNA binding"	GO:0003723	3	SPU_018304	1.34207800525698
"RNA binding"	GO:0003723	3	SPU_018320	-0.686042418476387
"RNA binding"	GO:0003723	3	SPU_018387	-0.324981994572327
"RNA binding"	GO:0003723	3	SPU_018449	1.03151644702658
"RNA binding"	GO:0003723	3	SPU_018458	12.0195800310107
"RNA binding"	GO:0003723	3	SPU_018602	-0.530119167685619
"RNA binding"	GO:0003723	3	SPU_018661	-0.0971919628477377
"RNA binding"	GO:0003723	3	SPU_018665	1.96954707959303
"RNA binding"	GO:0003723	3	SPU_018674	1.56390548852932
"RNA binding"	GO:0003723	3	SPU_018688	-4.37430694178026
"RNA binding"	GO:0003723	3	SPU_018776	0.893140568761126
"RNA binding"	GO:0003723	3	SPU_018897	3.57284177139242
"RNA binding"	GO:0003723	3	SPU_018940	0.5116218595688
"RNA binding"	GO:0003723	3	SPU_018956	0.529790322358134
"RNA binding"	GO:0003723	3	SPU_018995	1.50418859834372
"RNA binding"	GO:0003723	3	SPU_018996	4.14133720208905
"RNA binding"	GO:0003723	3	SPU_019006	-0.263144258753887
"RNA binding"	GO:0003723	3	SPU_019161	-0.579187369376904
"RNA binding"	GO:0003723	3	SPU_019164	-1.44502393153004
"RNA binding"	GO:0003723	3	SPU_019175	0.280124909727017
"RNA binding"	GO:0003723	3	SPU_019305	3.45381900980911
"RNA binding"	GO:0003723	3	SPU_019361	-0.947578744628388
"RNA binding"	GO:0003723	3	SPU_019416	-0.0653144207661003
"RNA binding"	GO:0003723	3	SPU_019552	0.273019822557416
"RNA binding"	GO:0003723	3	SPU_019582	6.47336422286628
"RNA binding"	GO:0003723	3	SPU_019673	7.10417836268499
"RNA binding"	GO:0003723	3	SPU_019791	-0.628142034082684
"RNA binding"	GO:0003723	3	SPU_019843	0.374876407947847
"RNA binding"	GO:0003723	3	SPU_020184	2.2425530131472
"RNA binding"	GO:0003723	3	SPU_020204	2.17428240223939
"RNA binding"	GO:0003723	3	SPU_020216	2.85883383664511
"RNA binding"	GO:0003723	3	SPU_020248	-0.0699533258269896
"RNA binding"	GO:0003723	3	SPU_020263	2.06196420800912
"RNA binding"	GO:0003723	3	SPU_020329	-4.09756083718789
"RNA binding"	GO:0003723	3	SPU_020388	0.413211994847126
"RNA binding"	GO:0003723	3	SPU_020453	1.00968573123594
"RNA binding"	GO:0003723	3	SPU_020463	0.289660332996218
"RNA binding"	GO:0003723	3	SPU_020496	1.92812019301421
"RNA binding"	GO:0003723	3	SPU_020558	0.335649647363161
"RNA binding"	GO:0003723	3	SPU_020559	2.00664519269281
"RNA binding"	GO:0003723	3	SPU_020573	-0.981313910438443
"RNA binding"	GO:0003723	3	SPU_020645	2.63361145215462
"RNA binding"	GO:0003723	3	SPU_020678	-0.483341495431539
"RNA binding"	GO:0003723	3	SPU_020693	7.17464381382824
"RNA binding"	GO:0003723	3	SPU_020774	-5.61517726302244
"RNA binding"	GO:0003723	3	SPU_020874	0.896015986188215
"RNA binding"	GO:0003723	3	SPU_020877	0.0213120217964951
"RNA binding"	GO:0003723	3	SPU_020948	0.424598379869583
"RNA binding"	GO:0003723	3	SPU_021019	2.43388140108216
"RNA binding"	GO:0003723	3	SPU_021025	0.307563661272814
"RNA binding"	GO:0003723	3	SPU_021081	0.0977464282785778
"RNA binding"	GO:0003723	3	SPU_021106	8.2689830915833
"RNA binding"	GO:0003723	3	SPU_021140	-1.41342238652633
"RNA binding"	GO:0003723	3	SPU_021180	0.350380022040011
"RNA binding"	GO:0003723	3	SPU_021266	-0.153279252452781
"RNA binding"	GO:0003723	3	SPU_021397	0.413557581500927
"RNA binding"	GO:0003723	3	SPU_021407	0.59410383404688
"RNA binding"	GO:0003723	3	SPU_021440	0.875603503044075
"RNA binding"	GO:0003723	3	SPU_021449	-1.08606714571937
"RNA binding"	GO:0003723	3	SPU_021512	2.47269779448354
"RNA binding"	GO:0003723	3	SPU_021560	20.1651292211289
"RNA binding"	GO:0003723	3	SPU_021678	0.0101243529857887
"RNA binding"	GO:0003723	3	SPU_021715	-0.305739823699532
"RNA binding"	GO:0003723	3	SPU_021769	0.551355004900837
"RNA binding"	GO:0003723	3	SPU_021797	2.32303733626873
"RNA binding"	GO:0003723	3	SPU_021835	-0.832456957103204
"RNA binding"	GO:0003723	3	SPU_021910	0.558304423985022
"RNA binding"	GO:0003723	3	SPU_021952	0.685419733087582
"RNA binding"	GO:0003723	3	SPU_021956	-0.222094329215208
"RNA binding"	GO:0003723	3	SPU_022204	-0.633444276774709
"RNA binding"	GO:0003723	3	SPU_022206	3.26219111902861
"RNA binding"	GO:0003723	3	SPU_022296	-1.92923697797394
"RNA binding"	GO:0003723	3	SPU_022345	3.26791528075525
"RNA binding"	GO:0003723	3	SPU_022355	-5.88836051795824
"RNA binding"	GO:0003723	3	SPU_022389	-0.560867234636465
"RNA binding"	GO:0003723	3	SPU_022393	1.44363399340949
"RNA binding"	GO:0003723	3	SPU_022449	2.55073320569623
"RNA binding"	GO:0003723	3	SPU_022509	0.0633543603554465
"RNA binding"	GO:0003723	3	SPU_022562	2.51249297299578
"RNA binding"	GO:0003723	3	SPU_022563	-0.6296822025439
"RNA binding"	GO:0003723	3	SPU_022607	4.17655411371202
"RNA binding"	GO:0003723	3	SPU_022673	0.145811926795819
"RNA binding"	GO:0003723	3	SPU_022822	-1.2654872942503
"RNA binding"	GO:0003723	3	SPU_022828	-0.65523655851522
"RNA binding"	GO:0003723	3	SPU_022831	-19.8783897349599
"RNA binding"	GO:0003723	3	SPU_022891	1.96668356001722
"RNA binding"	GO:0003723	3	SPU_022900	0.342011382255977
"RNA binding"	GO:0003723	3	SPU_022957	3.16246034647598
"RNA binding"	GO:0003723	3	SPU_023120	-6.81771872763543
"RNA binding"	GO:0003723	3	SPU_023188	-0.398837388318544
"RNA binding"	GO:0003723	3	SPU_023240	1.39926254542532
"RNA binding"	GO:0003723	3	SPU_023258	2.10315145042392
"RNA binding"	GO:0003723	3	SPU_023289	-0.0818641904609445
"RNA binding"	GO:0003723	3	SPU_023472	-1.85173229708108
"RNA binding"	GO:0003723	3	SPU_023483	0.0193946496321437
